valor,unidadeDeMedida,dataHora,descricao,tipo
196,MB,"2024-11-24 21:10:56",BytesRecebidos,"Placa de Rede"
16,MB,"2024-11-24 21:11:01",BytesEnviados,"Placa de Rede"
196,MB,"2024-11-24 21:11:01",BytesRecebidos,"Placa de Rede"
16,MB,"2024-11-24 21:11:06",BytesEnviados,"Placa de Rede"
196,MB,"2024-11-24 21:11:06",BytesRecebidos,"Placa de Rede"
16,MB,"2024-11-24 21:11:11",BytesEnviados,"Placa de Rede"
196,MB,"2024-11-24 21:11:11",BytesRecebidos,"Placa de Rede"
17,MB,"2024-11-24 21:11:16",BytesEnviados,"Placa de Rede"
196,MB,"2024-11-24 21:11:16",BytesRecebidos,"Placa de Rede"
17,MB,"2024-11-24 21:11:21",BytesEnviados,"Placa de Rede"
196,MB,"2024-11-24 21:11:21",BytesRecebidos,"Placa de Rede"
17,MB,"2024-11-24 21:11:26",BytesEnviados,"Placa de Rede"
196,MB,"2024-11-24 21:11:26",BytesRecebidos,"Placa de Rede"
17,MB,"2024-11-24 21:11:31",BytesEnviados,"Placa de Rede"
196,MB,"2024-11-24 21:11:31",BytesRecebidos,"Placa de Rede"
17,MB,"2024-11-24 21:11:36",BytesEnviados,"Placa de Rede"
196,MB,"2024-11-24 21:11:36",BytesRecebidos,"Placa de Rede"
17,MB,"2024-11-24 21:11:41",BytesEnviados,"Placa de Rede"
196,MB,"2024-11-24 21:11:41",BytesRecebidos,"Placa de Rede"
17,MB,"2024-11-24 21:11:46",BytesEnviados,"Placa de Rede"
196,MB,"2024-11-24 21:11:46",BytesRecebidos,"Placa de Rede"
17,MB,"2024-11-24 21:11:51",BytesEnviados,"Placa de Rede"
196,MB,"2024-11-24 21:11:51",BytesRecebidos,"Placa de Rede"
17,MB,"2024-11-24 21:11:56",BytesEnviados,"Placa de Rede"
196,MB,"2024-11-24 21:11:56",BytesRecebidos,"Placa de Rede"
17,MB,"2024-11-24 21:12:01",BytesEnviados,"Placa de Rede"
196,MB,"2024-11-24 21:12:01",BytesRecebidos,"Placa de Rede"
17,MB,"2024-11-24 21:12:06",BytesEnviados,"Placa de Rede"
196,MB,"2024-11-24 21:12:06",BytesRecebidos,"Placa de Rede"
17,MB,"2024-11-24 21:12:11",BytesEnviados,"Placa de Rede"
196,MB,"2024-11-24 21:12:11",BytesRecebidos,"Placa de Rede"
17,MB,"2024-11-24 21:12:16",BytesEnviados,"Placa de Rede"
196,MB,"2024-11-24 21:12:16",BytesRecebidos,"Placa de Rede"
17,MB,"2024-11-24 21:12:21",BytesEnviados,"Placa de Rede"
196,MB,"2024-11-24 21:12:21",BytesRecebidos,"Placa de Rede"
17,MB,"2024-11-24 21:12:26",BytesEnviados,"Placa de Rede"
196,MB,"2024-11-24 21:12:26",BytesRecebidos,"Placa de Rede"
17,MB,"2024-11-24 21:12:31",BytesEnviados,"Placa de Rede"
196,MB,"2024-11-24 21:12:31",BytesRecebidos,"Placa de Rede"
17,MB,"2024-11-24 21:12:36",BytesEnviados,"Placa de Rede"
196,MB,"2024-11-24 21:12:36",BytesRecebidos,"Placa de Rede"
17,MB,"2024-11-24 21:12:41",BytesEnviados,"Placa de Rede"
196,MB,"2024-11-24 21:12:41",BytesRecebidos,"Placa de Rede"
17,MB,"2024-11-24 21:12:46",BytesEnviados,"Placa de Rede"
196,MB,"2024-11-24 21:12:46",BytesRecebidos,"Placa de Rede"
17,MB,"2024-11-24 21:12:51",BytesEnviados,"Placa de Rede"
196,MB,"2024-11-24 21:12:51",BytesRecebidos,"Placa de Rede"
17,MB,"2024-11-24 21:12:56",BytesEnviados,"Placa de Rede"
196,MB,"2024-11-24 21:12:56",BytesRecebidos,"Placa de Rede"
17,MB,"2024-11-24 21:13:02",BytesEnviados,"Placa de Rede"
196,MB,"2024-11-24 21:13:02",BytesRecebidos,"Placa de Rede"
17,MB,"2024-11-24 21:13:07",BytesEnviados,"Placa de Rede"
196,MB,"2024-11-24 21:13:07",BytesRecebidos,"Placa de Rede"
17,MB,"2024-11-24 21:13:12",BytesEnviados,"Placa de Rede"
196,MB,"2024-11-24 21:13:12",BytesRecebidos,"Placa de Rede"
17,MB,"2024-11-24 21:13:17",BytesEnviados,"Placa de Rede"
197,MB,"2024-11-24 21:13:17",BytesRecebidos,"Placa de Rede"
17,MB,"2024-11-24 21:13:22",BytesEnviados,"Placa de Rede"
197,MB,"2024-11-24 21:13:22",BytesRecebidos,"Placa de Rede"
17,MB,"2024-11-24 21:13:27",BytesEnviados,"Placa de Rede"
197,MB,"2024-11-24 21:13:27",BytesRecebidos,"Placa de Rede"
17,MB,"2024-11-24 21:13:32",BytesEnviados,"Placa de Rede"
197,MB,"2024-11-24 21:13:32",BytesRecebidos,"Placa de Rede"
17,MB,"2024-11-24 21:13:37",BytesEnviados,"Placa de Rede"
197,MB,"2024-11-24 21:13:37",BytesRecebidos,"Placa de Rede"
17,MB,"2024-11-24 21:13:42",BytesEnviados,"Placa de Rede"
205,MB,"2024-11-24 21:13:42",BytesRecebidos,"Placa de Rede"
17,MB,"2024-11-24 21:13:47",BytesEnviados,"Placa de Rede"
230,MB,"2024-11-24 21:13:47",BytesRecebidos,"Placa de Rede"
17,MB,"2024-11-24 21:13:52",BytesEnviados,"Placa de Rede"
230,MB,"2024-11-24 21:13:52",BytesRecebidos,"Placa de Rede"
17,MB,"2024-11-24 21:13:57",BytesEnviados,"Placa de Rede"
230,MB,"2024-11-24 21:13:57",BytesRecebidos,"Placa de Rede"
17,MB,"2024-11-24 21:14:02",BytesEnviados,"Placa de Rede"
230,MB,"2024-11-24 21:14:02",BytesRecebidos,"Placa de Rede"
17,MB,"2024-11-24 21:14:07",BytesEnviados,"Placa de Rede"
230,MB,"2024-11-24 21:14:07",BytesRecebidos,"Placa de Rede"
17,MB,"2024-11-24 21:14:12",BytesEnviados,"Placa de Rede"
230,MB,"2024-11-24 21:14:12",BytesRecebidos,"Placa de Rede"
17,MB,"2024-11-24 21:14:17",BytesEnviados,"Placa de Rede"
230,MB,"2024-11-24 21:14:17",BytesRecebidos,"Placa de Rede"
17,MB,"2024-11-24 21:14:22",BytesEnviados,"Placa de Rede"
230,MB,"2024-11-24 21:14:22",BytesRecebidos,"Placa de Rede"
17,MB,"2024-11-24 21:14:27",BytesEnviados,"Placa de Rede"
230,MB,"2024-11-24 21:14:27",BytesRecebidos,"Placa de Rede"
17,MB,"2024-11-24 21:14:32",BytesEnviados,"Placa de Rede"
230,MB,"2024-11-24 21:14:32",BytesRecebidos,"Placa de Rede"
17,MB,"2024-11-24 21:14:37",BytesEnviados,"Placa de Rede"
231,MB,"2024-11-24 21:14:37",BytesRecebidos,"Placa de Rede"
17,MB,"2024-11-24 21:14:42",BytesEnviados,"Placa de Rede"
231,MB,"2024-11-24 21:14:42",BytesRecebidos,"Placa de Rede"
17,MB,"2024-11-24 21:14:47",BytesEnviados,"Placa de Rede"
231,MB,"2024-11-24 21:14:47",BytesRecebidos,"Placa de Rede"
17,MB,"2024-11-24 21:14:52",BytesEnviados,"Placa de Rede"
231,MB,"2024-11-24 21:14:52",BytesRecebidos,"Placa de Rede"
17,MB,"2024-11-24 21:14:57",BytesEnviados,"Placa de Rede"
231,MB,"2024-11-24 21:14:57",BytesRecebidos,"Placa de Rede"
17,MB,"2024-11-24 21:15:02",BytesEnviados,"Placa de Rede"
231,MB,"2024-11-24 21:15:02",BytesRecebidos,"Placa de Rede"
17,MB,"2024-11-24 21:15:07",BytesEnviados,"Placa de Rede"
232,MB,"2024-11-24 21:15:07",BytesRecebidos,"Placa de Rede"
17,MB,"2024-11-24 21:15:12",BytesEnviados,"Placa de Rede"
232,MB,"2024-11-24 21:15:12",BytesRecebidos,"Placa de Rede"
17,MB,"2024-11-24 21:15:17",BytesEnviados,"Placa de Rede"
232,MB,"2024-11-24 21:15:17",BytesRecebidos,"Placa de Rede"
17,MB,"2024-11-24 21:15:22",BytesEnviados,"Placa de Rede"
232,MB,"2024-11-24 21:15:22",BytesRecebidos,"Placa de Rede"
18,MB,"2024-11-24 21:15:27",BytesEnviados,"Placa de Rede"
233,MB,"2024-11-24 21:15:27",BytesRecebidos,"Placa de Rede"
18,MB,"2024-11-24 21:15:32",BytesEnviados,"Placa de Rede"
233,MB,"2024-11-24 21:15:32",BytesRecebidos,"Placa de Rede"
18,MB,"2024-11-24 21:15:37",BytesEnviados,"Placa de Rede"
233,MB,"2024-11-24 21:15:37",BytesRecebidos,"Placa de Rede"
18,MB,"2024-11-24 21:15:42",BytesEnviados,"Placa de Rede"
233,MB,"2024-11-24 21:15:42",BytesRecebidos,"Placa de Rede"
18,MB,"2024-11-24 21:15:47",BytesEnviados,"Placa de Rede"
233,MB,"2024-11-24 21:15:47",BytesRecebidos,"Placa de Rede"
18,MB,"2024-11-24 21:15:52",BytesEnviados,"Placa de Rede"
233,MB,"2024-11-24 21:15:52",BytesRecebidos,"Placa de Rede"
18,MB,"2024-11-24 21:15:57",BytesEnviados,"Placa de Rede"
233,MB,"2024-11-24 21:15:57",BytesRecebidos,"Placa de Rede"
18,MB,"2024-11-24 21:16:02",BytesEnviados,"Placa de Rede"
233,MB,"2024-11-24 21:16:02",BytesRecebidos,"Placa de Rede"
18,MB,"2024-11-24 21:16:07",BytesEnviados,"Placa de Rede"
233,MB,"2024-11-24 21:16:07",BytesRecebidos,"Placa de Rede"
18,MB,"2024-11-24 21:16:12",BytesEnviados,"Placa de Rede"
233,MB,"2024-11-24 21:16:12",BytesRecebidos,"Placa de Rede"
18,MB,"2024-11-24 21:16:17",BytesEnviados,"Placa de Rede"
233,MB,"2024-11-24 21:16:17",BytesRecebidos,"Placa de Rede"
18,MB,"2024-11-24 21:16:22",BytesEnviados,"Placa de Rede"
233,MB,"2024-11-24 21:16:22",BytesRecebidos,"Placa de Rede"
18,MB,"2024-11-24 21:16:27",BytesEnviados,"Placa de Rede"
233,MB,"2024-11-24 21:16:27",BytesRecebidos,"Placa de Rede"
18,MB,"2024-11-24 21:16:32",BytesEnviados,"Placa de Rede"
233,MB,"2024-11-24 21:16:32",BytesRecebidos,"Placa de Rede"
18,MB,"2024-11-24 21:16:37",BytesEnviados,"Placa de Rede"
233,MB,"2024-11-24 21:16:37",BytesRecebidos,"Placa de Rede"
18,MB,"2024-11-24 21:16:42",BytesEnviados,"Placa de Rede"
233,MB,"2024-11-24 21:16:42",BytesRecebidos,"Placa de Rede"
18,MB,"2024-11-24 21:16:47",BytesEnviados,"Placa de Rede"
233,MB,"2024-11-24 21:16:47",BytesRecebidos,"Placa de Rede"
18,MB,"2024-11-24 21:16:52",BytesEnviados,"Placa de Rede"
233,MB,"2024-11-24 21:16:52",BytesRecebidos,"Placa de Rede"
18,MB,"2024-11-24 21:16:57",BytesEnviados,"Placa de Rede"
233,MB,"2024-11-24 21:16:57",BytesRecebidos,"Placa de Rede"
18,MB,"2024-11-24 21:17:02",BytesEnviados,"Placa de Rede"
233,MB,"2024-11-24 21:17:02",BytesRecebidos,"Placa de Rede"
18,MB,"2024-11-24 21:17:08",BytesEnviados,"Placa de Rede"
233,MB,"2024-11-24 21:17:08",BytesRecebidos,"Placa de Rede"
18,MB,"2024-11-24 21:17:13",BytesEnviados,"Placa de Rede"
233,MB,"2024-11-24 21:17:13",BytesRecebidos,"Placa de Rede"
18,MB,"2024-11-24 21:17:18",BytesEnviados,"Placa de Rede"
233,MB,"2024-11-24 21:17:18",BytesRecebidos,"Placa de Rede"
18,MB,"2024-11-24 21:17:23",BytesEnviados,"Placa de Rede"
233,MB,"2024-11-24 21:17:23",BytesRecebidos,"Placa de Rede"
18,MB,"2024-11-24 21:17:28",BytesEnviados,"Placa de Rede"
233,MB,"2024-11-24 21:17:28",BytesRecebidos,"Placa de Rede"
18,MB,"2024-11-24 21:17:33",BytesEnviados,"Placa de Rede"
233,MB,"2024-11-24 21:17:33",BytesRecebidos,"Placa de Rede"
18,MB,"2024-11-24 21:17:38",BytesEnviados,"Placa de Rede"
233,MB,"2024-11-24 21:17:38",BytesRecebidos,"Placa de Rede"
18,MB,"2024-11-24 21:17:43",BytesEnviados,"Placa de Rede"
233,MB,"2024-11-24 21:17:43",BytesRecebidos,"Placa de Rede"
18,MB,"2024-11-24 21:17:48",BytesEnviados,"Placa de Rede"
233,MB,"2024-11-24 21:17:48",BytesRecebidos,"Placa de Rede"
18,MB,"2024-11-24 21:17:53",BytesEnviados,"Placa de Rede"
234,MB,"2024-11-24 21:17:53",BytesRecebidos,"Placa de Rede"
18,MB,"2024-11-24 21:17:58",BytesEnviados,"Placa de Rede"
234,MB,"2024-11-24 21:17:58",BytesRecebidos,"Placa de Rede"
18,MB,"2024-11-24 21:18:03",BytesEnviados,"Placa de Rede"
234,MB,"2024-11-24 21:18:03",BytesRecebidos,"Placa de Rede"
18,MB,"2024-11-24 21:18:08",BytesEnviados,"Placa de Rede"
234,MB,"2024-11-24 21:18:08",BytesRecebidos,"Placa de Rede"
18,MB,"2024-11-24 21:18:13",BytesEnviados,"Placa de Rede"
234,MB,"2024-11-24 21:18:13",BytesRecebidos,"Placa de Rede"
18,MB,"2024-11-24 21:18:18",BytesEnviados,"Placa de Rede"
234,MB,"2024-11-24 21:18:18",BytesRecebidos,"Placa de Rede"
18,MB,"2024-11-24 21:18:23",BytesEnviados,"Placa de Rede"
234,MB,"2024-11-24 21:18:23",BytesRecebidos,"Placa de Rede"
18,MB,"2024-11-24 21:18:28",BytesEnviados,"Placa de Rede"
237,MB,"2024-11-24 21:18:28",BytesRecebidos,"Placa de Rede"
19,MB,"2024-11-24 21:18:33",BytesEnviados,"Placa de Rede"
239,MB,"2024-11-24 21:18:33",BytesRecebidos,"Placa de Rede"
19,MB,"2024-11-24 21:18:38",BytesEnviados,"Placa de Rede"
239,MB,"2024-11-24 21:18:38",BytesRecebidos,"Placa de Rede"
19,MB,"2024-11-24 21:18:43",BytesEnviados,"Placa de Rede"
239,MB,"2024-11-24 21:18:43",BytesRecebidos,"Placa de Rede"
19,MB,"2024-11-24 21:18:48",BytesEnviados,"Placa de Rede"
239,MB,"2024-11-24 21:18:48",BytesRecebidos,"Placa de Rede"
19,MB,"2024-11-24 21:18:53",BytesEnviados,"Placa de Rede"
239,MB,"2024-11-24 21:18:53",BytesRecebidos,"Placa de Rede"
19,MB,"2024-11-24 21:18:58",BytesEnviados,"Placa de Rede"
241,MB,"2024-11-24 21:18:58",BytesRecebidos,"Placa de Rede"
19,MB,"2024-11-24 21:19:03",BytesEnviados,"Placa de Rede"
246,MB,"2024-11-24 21:19:03",BytesRecebidos,"Placa de Rede"
19,MB,"2024-11-24 21:19:08",BytesEnviados,"Placa de Rede"
246,MB,"2024-11-24 21:19:08",BytesRecebidos,"Placa de Rede"
19,MB,"2024-11-24 21:19:13",BytesEnviados,"Placa de Rede"
246,MB,"2024-11-24 21:19:13",BytesRecebidos,"Placa de Rede"
19,MB,"2024-11-24 21:19:18",BytesEnviados,"Placa de Rede"
246,MB,"2024-11-24 21:19:18",BytesRecebidos,"Placa de Rede"
19,MB,"2024-11-24 21:19:23",BytesEnviados,"Placa de Rede"
247,MB,"2024-11-24 21:19:23",BytesRecebidos,"Placa de Rede"
19,MB,"2024-11-24 21:19:28",BytesEnviados,"Placa de Rede"
247,MB,"2024-11-24 21:19:28",BytesRecebidos,"Placa de Rede"
19,MB,"2024-11-24 21:19:33",BytesEnviados,"Placa de Rede"
247,MB,"2024-11-24 21:19:33",BytesRecebidos,"Placa de Rede"
19,MB,"2024-11-24 21:19:38",BytesEnviados,"Placa de Rede"
247,MB,"2024-11-24 21:19:38",BytesRecebidos,"Placa de Rede"
19,MB,"2024-11-24 21:19:43",BytesEnviados,"Placa de Rede"
247,MB,"2024-11-24 21:19:43",BytesRecebidos,"Placa de Rede"
19,MB,"2024-11-24 21:19:48",BytesEnviados,"Placa de Rede"
247,MB,"2024-11-24 21:19:48",BytesRecebidos,"Placa de Rede"
19,MB,"2024-11-24 21:19:53",BytesEnviados,"Placa de Rede"
248,MB,"2024-11-24 21:19:53",BytesRecebidos,"Placa de Rede"
19,MB,"2024-11-24 21:19:58",BytesEnviados,"Placa de Rede"
248,MB,"2024-11-24 21:19:58",BytesRecebidos,"Placa de Rede"
19,MB,"2024-11-24 21:20:03",BytesEnviados,"Placa de Rede"
248,MB,"2024-11-24 21:20:03",BytesRecebidos,"Placa de Rede"
19,MB,"2024-11-24 21:20:08",BytesEnviados,"Placa de Rede"
248,MB,"2024-11-24 21:20:08",BytesRecebidos,"Placa de Rede"
19,MB,"2024-11-24 21:20:13",BytesEnviados,"Placa de Rede"
248,MB,"2024-11-24 21:20:13",BytesRecebidos,"Placa de Rede"
19,MB,"2024-11-24 21:20:18",BytesEnviados,"Placa de Rede"
248,MB,"2024-11-24 21:20:18",BytesRecebidos,"Placa de Rede"
19,MB,"2024-11-24 21:20:23",BytesEnviados,"Placa de Rede"
248,MB,"2024-11-24 21:20:23",BytesRecebidos,"Placa de Rede"
20,MB,"2024-11-24 21:20:28",BytesEnviados,"Placa de Rede"
248,MB,"2024-11-24 21:20:28",BytesRecebidos,"Placa de Rede"
20,MB,"2024-11-24 21:20:33",BytesEnviados,"Placa de Rede"
248,MB,"2024-11-24 21:20:33",BytesRecebidos,"Placa de Rede"
20,MB,"2024-11-24 21:20:38",BytesEnviados,"Placa de Rede"
248,MB,"2024-11-24 21:20:38",BytesRecebidos,"Placa de Rede"
20,MB,"2024-11-24 21:20:43",BytesEnviados,"Placa de Rede"
248,MB,"2024-11-24 21:20:43",BytesRecebidos,"Placa de Rede"
20,MB,"2024-11-24 21:20:48",BytesEnviados,"Placa de Rede"
248,MB,"2024-11-24 21:20:48",BytesRecebidos,"Placa de Rede"
20,MB,"2024-11-24 21:20:53",BytesEnviados,"Placa de Rede"
248,MB,"2024-11-24 21:20:53",BytesRecebidos,"Placa de Rede"
20,MB,"2024-11-24 21:20:58",BytesEnviados,"Placa de Rede"
248,MB,"2024-11-24 21:20:58",BytesRecebidos,"Placa de Rede"
20,MB,"2024-11-24 21:21:03",BytesEnviados,"Placa de Rede"
248,MB,"2024-11-24 21:21:03",BytesRecebidos,"Placa de Rede"
20,MB,"2024-11-24 21:21:08",BytesEnviados,"Placa de Rede"
248,MB,"2024-11-24 21:21:09",BytesRecebidos,"Placa de Rede"
20,MB,"2024-11-24 21:21:14",BytesEnviados,"Placa de Rede"
248,MB,"2024-11-24 21:21:14",BytesRecebidos,"Placa de Rede"
20,MB,"2024-11-24 21:21:19",BytesEnviados,"Placa de Rede"
248,MB,"2024-11-24 21:21:19",BytesRecebidos,"Placa de Rede"
20,MB,"2024-11-24 21:21:24",BytesEnviados,"Placa de Rede"
248,MB,"2024-11-24 21:21:24",BytesRecebidos,"Placa de Rede"
20,MB,"2024-11-24 21:21:29",BytesEnviados,"Placa de Rede"
248,MB,"2024-11-24 21:21:29",BytesRecebidos,"Placa de Rede"
20,MB,"2024-11-24 21:21:34",BytesEnviados,"Placa de Rede"
248,MB,"2024-11-24 21:21:34",BytesRecebidos,"Placa de Rede"
20,MB,"2024-11-24 21:21:39",BytesEnviados,"Placa de Rede"
248,MB,"2024-11-24 21:21:39",BytesRecebidos,"Placa de Rede"
20,MB,"2024-11-24 21:21:44",BytesEnviados,"Placa de Rede"
248,MB,"2024-11-24 21:21:44",BytesRecebidos,"Placa de Rede"
20,MB,"2024-11-24 21:21:49",BytesEnviados,"Placa de Rede"
248,MB,"2024-11-24 21:21:49",BytesRecebidos,"Placa de Rede"
20,MB,"2024-11-24 21:21:54",BytesEnviados,"Placa de Rede"
248,MB,"2024-11-24 21:21:54",BytesRecebidos,"Placa de Rede"
20,MB,"2024-11-24 21:21:59",BytesEnviados,"Placa de Rede"
248,MB,"2024-11-24 21:21:59",BytesRecebidos,"Placa de Rede"
20,MB,"2024-11-24 21:22:04",BytesEnviados,"Placa de Rede"
248,MB,"2024-11-24 21:22:04",BytesRecebidos,"Placa de Rede"
20,MB,"2024-11-24 21:22:09",BytesEnviados,"Placa de Rede"
248,MB,"2024-11-24 21:22:09",BytesRecebidos,"Placa de Rede"
20,MB,"2024-11-24 21:22:14",BytesEnviados,"Placa de Rede"
248,MB,"2024-11-24 21:22:14",BytesRecebidos,"Placa de Rede"
20,MB,"2024-11-24 21:22:19",BytesEnviados,"Placa de Rede"
248,MB,"2024-11-24 21:22:19",BytesRecebidos,"Placa de Rede"
20,MB,"2024-11-24 21:22:24",BytesEnviados,"Placa de Rede"
248,MB,"2024-11-24 21:22:24",BytesRecebidos,"Placa de Rede"
20,MB,"2024-11-24 21:22:29",BytesEnviados,"Placa de Rede"
248,MB,"2024-11-24 21:22:29",BytesRecebidos,"Placa de Rede"
20,MB,"2024-11-24 21:22:34",BytesEnviados,"Placa de Rede"
248,MB,"2024-11-24 21:22:34",BytesRecebidos,"Placa de Rede"
20,MB,"2024-11-24 21:22:39",BytesEnviados,"Placa de Rede"
248,MB,"2024-11-24 21:22:39",BytesRecebidos,"Placa de Rede"
20,MB,"2024-11-24 21:22:44",BytesEnviados,"Placa de Rede"
248,MB,"2024-11-24 21:22:44",BytesRecebidos,"Placa de Rede"
20,MB,"2024-11-24 21:22:49",BytesEnviados,"Placa de Rede"
248,MB,"2024-11-24 21:22:49",BytesRecebidos,"Placa de Rede"
20,MB,"2024-11-24 21:22:54",BytesEnviados,"Placa de Rede"
248,MB,"2024-11-24 21:22:54",BytesRecebidos,"Placa de Rede"
20,MB,"2024-11-24 21:22:59",BytesEnviados,"Placa de Rede"
248,MB,"2024-11-24 21:22:59",BytesRecebidos,"Placa de Rede"
20,MB,"2024-11-24 21:23:04",BytesEnviados,"Placa de Rede"
248,MB,"2024-11-24 21:23:04",BytesRecebidos,"Placa de Rede"
20,MB,"2024-11-24 21:23:09",BytesEnviados,"Placa de Rede"
248,MB,"2024-11-24 21:23:09",BytesRecebidos,"Placa de Rede"
20,MB,"2024-11-24 21:23:14",BytesEnviados,"Placa de Rede"
249,MB,"2024-11-24 21:23:14",BytesRecebidos,"Placa de Rede"
20,MB,"2024-11-24 21:23:19",BytesEnviados,"Placa de Rede"
250,MB,"2024-11-24 21:23:19",BytesRecebidos,"Placa de Rede"
20,MB,"2024-11-24 21:23:24",BytesEnviados,"Placa de Rede"
250,MB,"2024-11-24 21:23:24",BytesRecebidos,"Placa de Rede"
20,MB,"2024-11-24 21:23:29",BytesEnviados,"Placa de Rede"
250,MB,"2024-11-24 21:23:29",BytesRecebidos,"Placa de Rede"
20,MB,"2024-11-24 21:23:34",BytesEnviados,"Placa de Rede"
250,MB,"2024-11-24 21:23:34",BytesRecebidos,"Placa de Rede"
20,MB,"2024-11-24 21:23:39",BytesEnviados,"Placa de Rede"
250,MB,"2024-11-24 21:23:39",BytesRecebidos,"Placa de Rede"
20,MB,"2024-11-24 21:23:44",BytesEnviados,"Placa de Rede"
250,MB,"2024-11-24 21:23:44",BytesRecebidos,"Placa de Rede"
20,MB,"2024-11-24 21:23:49",BytesEnviados,"Placa de Rede"
250,MB,"2024-11-24 21:23:49",BytesRecebidos,"Placa de Rede"
20,MB,"2024-11-24 21:23:54",BytesEnviados,"Placa de Rede"
250,MB,"2024-11-24 21:23:54",BytesRecebidos,"Placa de Rede"
20,MB,"2024-11-24 21:23:59",BytesEnviados,"Placa de Rede"
250,MB,"2024-11-24 21:23:59",BytesRecebidos,"Placa de Rede"
20,MB,"2024-11-24 21:24:04",BytesEnviados,"Placa de Rede"
250,MB,"2024-11-24 21:24:04",BytesRecebidos,"Placa de Rede"
20,MB,"2024-11-24 21:24:09",BytesEnviados,"Placa de Rede"
250,MB,"2024-11-24 21:24:09",BytesRecebidos,"Placa de Rede"
20,MB,"2024-11-24 21:24:14",BytesEnviados,"Placa de Rede"
250,MB,"2024-11-24 21:24:14",BytesRecebidos,"Placa de Rede"
20,MB,"2024-11-24 21:24:19",BytesEnviados,"Placa de Rede"
250,MB,"2024-11-24 21:24:19",BytesRecebidos,"Placa de Rede"
20,MB,"2024-11-24 21:24:24",BytesEnviados,"Placa de Rede"
250,MB,"2024-11-24 21:24:24",BytesRecebidos,"Placa de Rede"
20,MB,"2024-11-24 21:24:29",BytesEnviados,"Placa de Rede"
250,MB,"2024-11-24 21:24:29",BytesRecebidos,"Placa de Rede"
20,MB,"2024-11-24 21:24:34",BytesEnviados,"Placa de Rede"
250,MB,"2024-11-24 21:24:34",BytesRecebidos,"Placa de Rede"
20,MB,"2024-11-24 21:24:39",BytesEnviados,"Placa de Rede"
250,MB,"2024-11-24 21:24:39",BytesRecebidos,"Placa de Rede"
20,MB,"2024-11-24 21:24:44",BytesEnviados,"Placa de Rede"
250,MB,"2024-11-24 21:24:44",BytesRecebidos,"Placa de Rede"
20,MB,"2024-11-24 21:24:49",BytesEnviados,"Placa de Rede"
250,MB,"2024-11-24 21:24:49",BytesRecebidos,"Placa de Rede"
20,MB,"2024-11-24 21:24:54",BytesEnviados,"Placa de Rede"
250,MB,"2024-11-24 21:24:54",BytesRecebidos,"Placa de Rede"
20,MB,"2024-11-24 21:24:59",BytesEnviados,"Placa de Rede"
250,MB,"2024-11-24 21:24:59",BytesRecebidos,"Placa de Rede"
20,MB,"2024-11-24 21:25:05",BytesEnviados,"Placa de Rede"
250,MB,"2024-11-24 21:25:05",BytesRecebidos,"Placa de Rede"
20,MB,"2024-11-24 21:25:10",BytesEnviados,"Placa de Rede"
250,MB,"2024-11-24 21:25:10",BytesRecebidos,"Placa de Rede"
20,MB,"2024-11-24 21:25:15",BytesEnviados,"Placa de Rede"
250,MB,"2024-11-24 21:25:15",BytesRecebidos,"Placa de Rede"
20,MB,"2024-11-24 21:25:20",BytesEnviados,"Placa de Rede"
250,MB,"2024-11-24 21:25:20",BytesRecebidos,"Placa de Rede"
20,MB,"2024-11-24 21:25:25",BytesEnviados,"Placa de Rede"
250,MB,"2024-11-24 21:25:25",BytesRecebidos,"Placa de Rede"
20,MB,"2024-11-24 21:25:30",BytesEnviados,"Placa de Rede"
250,MB,"2024-11-24 21:25:30",BytesRecebidos,"Placa de Rede"
20,MB,"2024-11-24 21:25:35",BytesEnviados,"Placa de Rede"
250,MB,"2024-11-24 21:25:35",BytesRecebidos,"Placa de Rede"
20,MB,"2024-11-24 21:25:40",BytesEnviados,"Placa de Rede"
250,MB,"2024-11-24 21:25:40",BytesRecebidos,"Placa de Rede"
20,MB,"2024-11-24 21:25:45",BytesEnviados,"Placa de Rede"
250,MB,"2024-11-24 21:25:45",BytesRecebidos,"Placa de Rede"
20,MB,"2024-11-24 21:25:50",BytesEnviados,"Placa de Rede"
250,MB,"2024-11-24 21:25:50",BytesRecebidos,"Placa de Rede"
20,MB,"2024-11-24 21:25:55",BytesEnviados,"Placa de Rede"
250,MB,"2024-11-24 21:25:55",BytesRecebidos,"Placa de Rede"
20,MB,"2024-11-24 21:26:00",BytesEnviados,"Placa de Rede"
250,MB,"2024-11-24 21:26:00",BytesRecebidos,"Placa de Rede"
20,MB,"2024-11-24 21:26:05",BytesEnviados,"Placa de Rede"
250,MB,"2024-11-24 21:26:05",BytesRecebidos,"Placa de Rede"
20,MB,"2024-11-24 21:26:10",BytesEnviados,"Placa de Rede"
250,MB,"2024-11-24 21:26:10",BytesRecebidos,"Placa de Rede"
20,MB,"2024-11-24 21:26:15",BytesEnviados,"Placa de Rede"
250,MB,"2024-11-24 21:26:15",BytesRecebidos,"Placa de Rede"
20,MB,"2024-11-24 21:26:20",BytesEnviados,"Placa de Rede"
250,MB,"2024-11-24 21:26:20",BytesRecebidos,"Placa de Rede"
20,MB,"2024-11-24 21:26:25",BytesEnviados,"Placa de Rede"
251,MB,"2024-11-24 21:26:25",BytesRecebidos,"Placa de Rede"
20,MB,"2024-11-24 21:26:30",BytesEnviados,"Placa de Rede"
